rank,University,Total Students,student staff ratio,pc of int'l students,female:male ratio
900,Sechenov University,16366,8.1,0.24,2.3333333333333335
900,University of La Serena,7643,25.5,0.01,1.0833333333333333
900,Shahid Beheshti University,19695,23.4,0.01,1.0
900,Shantou University,14119,12.2,0.01,0.8181818181818182
900,Sheffield Hallam University,25651,17.2,0.13,1.2222222222222223
900,Shiraz University,14552,20.2,0.01,1.127659574468085
900,Shiraz University of Medical Sciences,10228,10.4,0.03,1.3255813953488371
900,University of Siegen,12633,26.4,0.12,1.2727272727272727
900,University of South Bohemia in <U+010C>eske Bud<U+011B>jovice,8763,13.8,0.07,2.225806451612903
900,Southern Illinois University Carbondale,10130,13.8,0.07,1.0
900,South Ural State University,19373,14.4,0.1,0.639344262295082
900,Suez Canal University,38962,11.4,0.01,1.380952380952381
900,Sunway University,4638,8.6,0.15,1.127659574468085
900,Symbiosis International University,16305,13.0,0.06,1.173913043478261
900,Taibah University,59028,21.7,0.03,1.631578947368421
900,Tanta University,129209,19.2,0.01,1.173913043478261
900,"University of Technology, Iraq",10321,6.9,0.0,1.0
900,Universiti Tenaga Nasional,4987,11.4,0.11,0.5151515151515151
900,University of Texas at El Paso,17908,30.2,0.07,1.173913043478261
900,Texas Tech University,35957,19.4,0.07,0.9607843137254902
900,University of Thessaly,21962,30.2,0.02,1.0833333333333333
900,Toronto Metropolitan University,36218,42.4,0.08,1.2727272727272727
900,Tribhuvan University,460632,30.9,0.0,1.0
900,University of Urbino Carlo Bo,15336,42.1,0.06,1.631578947368421
900,Vilnius University,17012,10.2,0.09,2.225806451612903
900,VIT University,33416,17.0,0.04,0.42857142857142855
900,University of Warsaw,37090,12.0,0.1,1.7027027027027026
900,Wenzhou Medical University,19243,11.2,0.05,1.7027027027027026
900,University of Winchester,7291,16.8,0.1,1.9411764705882353
900,University of Wisconsin-Milwaukee,19218,19.3,0.05,1.2727272727272727
900,Worcester Polytechnic Institute,5949,12.7,0.19,0.6129032258064516
900,University of Wyoming,10660,14.7,0.05,1.0408163265306123
900,Yangzhou University,31066,13.3,0.11,1.380952380952381
900,Yeungnam University,19345,15.0,0.04,1.0
900,Zagazig University,165556,26.4,0.02,1.0833333333333333
900,Zewail City of Science and Technology,1184,11.6,0.0,0.7241379310344828
900,Zhejiang University of Finance and Economics,17260,21.3,0.03,1.7027027027027026
1100,University of A Coruna,14937,12.2,0.05,1.0833333333333333
1100,"Adam Mickiewicz University, Pozna<U+0144>",35901,23.9,0.04,2.125
1100,Ain Shams University,138700,12.5,0.04,1.127659574468085
1100,Al-Farabi Kazakh National University,24229,5.7,0.15,1.2727272727272727
1100,University of Algarve,8443,14.0,0.22,1.380952380952381
1100,University of Almeria,13050,17.5,0.12,1.2222222222222223
1100,Amity University,31383,16.2,0.06,1.0833333333333333
1100,University of Anbar,26521,15.9,0.0,1.2727272727272727
1100,"University of the Andes, Colombia",15312,12.7,0.01,0.8181818181818182
1100,Arts et Metiers,6230,16.5,0.14,0.21951219512195122
1100,Assiut University,84941,14.9,0.01,1.2222222222222223
1100,At<U+0131>l<U+0131>m University,8325,11.1,0.07,0.7241379310344828
1100,Autonomous University of Sinaloa,74001,21.8,0.0,1.2727272727272727
1100,Babe<U+015F>-Bolyai University,39811,21.0,0.04,1.7777777777777777
1100,Bahauddin Zakariya University,29880,36.7,0.0,0.6666666666666666
1100,Bayero University,44410,25.9,0.0,0.4925373134328358
1100,University of Botswana,13063,17.6,0.04,1.3255813953488371
1100,Bowling Green State University,15199,15.7,0.04,1.3255813953488371
1100,Instituto Politecnico de Braganca,8845,19.4,0.32,1.173913043478261
1100,University of Burgos,7599,13.5,0.05,1.0408163265306123
1100,University of Calcutta,19119,15.6,0.0,1.0408163265306123
1100,Cardiff Metropolitan University,9381,18.6,0.22,1.173913043478261
1100,Carlos III University of Madrid,18133,11.0,0.17,0.8518518518518519
1100,Technical University of Cartagena,4466,10.0,0.09,0.3698630136986301
1100,University of Castilla-La Mancha,22524,12.8,0.08,1.3255813953488371
1100,Universidad Catolica San Antonio de Murcia,10727,19.5,0.15,1.2727272727272727
1100,University of Central Lancashire,19284,14.4,0.25,1.380952380952381
1100,Chang Gung University,7016,12.1,0.05,0.9607843137254902
1100,Charles Sturt University,22735,20.2,0.2,1.564102564102564
1100,Chiang Mai University,34110,14.0,0.03,1.9411764705882353
1100,Chiba University,13640,8.5,0.05,0.6129032258064516
1100,University of Chile,37286,15.5,0.05,1.0
1100,"China University of Geosciences, Beijing",16758,16.6,0.01,0.6949152542372882
1100,China Pharmaceutical University,24270,22.4,0.02,2.225806451612903
1100,Chonnam National University,24436,19.9,0.06,0.9230769230769231
1100,Clarkson University,4024,14.9,0.09,0.5384615384615384
1100,Comenius University in Bratislava,21788,10.6,0.14,1.7777777777777777
1100,Creighton University,9641,14.9,0.04,1.5
1100,Czech University of Life Sciences Prague,18057,17.6,0.22,1.173913043478261
1100,University of Debrecen,29045,17.7,0.22,1.2222222222222223
1100,University of Delhi,27471,25.6,0.01,0.9230769230769231
1100,Dr B.R. Ambedkar National Institute of Technology Jalandhar,5016,23.7,0.0,0.2987012987012987
1100,East China University of Science and Technology,28718,16.9,0.02,0.7857142857142857
1100,University of East London,12180,21.9,0.44,1.380952380952381
1100,Ecole Centrale de Lyon,2108,14.3,0.26,0.3157894736842105
1100,University of Engineering & Technology,13163,13.9,0.03,0.2987012987012987
1100,Universidade Estadual Paulista,42008,15.6,0.03,1.0408163265306123
1100,European University of Madrid,10684,10.7,0.32,0.9607843137254902
1100,University of Extremadura,20509,11.2,0.02,1.2727272727272727
1100,Federal University of Rio de Janeiro,45747,11.4,0.01,1.2222222222222223
1100,Universidade Federal de Santa Catarina,38751,16.1,0.02,0.9607843137254902
1100,Federal University of Technology Akure,19593,21.1,0.0,0.3888888888888889
1100,Ferdowsi University of Mashhad,25269,30.9,0.09,1.173913043478261
1100,Florida Institute of Technology,5091,14.9,0.25,0.5384615384615384
1100,University of Fortaleza,21115,18.5,0.0,1.0408163265306123
1100,Fu Jen Catholic University,18619,29.0,0.05,1.380952380952381
1100,Fujian Agriculture and Forestry University,29188,16.9,0.01,1.173913043478261
1100,University of Ghana,54256,32.4,0.01,0.9230769230769231
1100,Guangxi University,39172,19.8,0.02,0.8518518518518519
1100,University of Gujrat,11975,23.5,0.0,1.380952380952381
1100,Guru Jambheshwar University of Science and Technology,6420,19.3,0.0,0.7857142857142857
1100,Hakim Sabzevari University,7940,19.8,0.04,1.127659574468085
1100,Hamamatsu University School of Medicine,1204,4.6,0.02,0.9607843137254902
1100,Huaqiao University,31351,17.2,0.18,1.127659574468085
1100,Hyogo College of Medicine,937,2.2,0.0,0.42857142857142855
1100,Ibn Tofail University,51802,71.9,0.03,0.9607843137254902
1100,Ilia State University,16196,10.2,0.03,1.7027027027027026
1100,Ilmenau University of Technology,5425,17.4,0.3,0.3888888888888889
1100,IMT Nord Europe,1484,16.1,0.21,0.2987012987012987
1100,"Indian Institute of Science Education and Research, Pune",1512,10.4,0.0,0.4492753623188406
1100,Indian Institute of Science Education and Research Kolkata,1563,12.3,0.0,0.3888888888888889
1100,Indian Institute of Technology Bhubaneswar,2102,14.7,0.0,0.19047619047619047
1100,Indian Institute of Technology Guwahati,6353,13.8,0.01,0.28205128205128205
1100,Indian Institute of Technology,7002,20.7,0.01,0.19047619047619047
1100,Indian Institute of Technology Mandi,1587,11.6,0.01,0.35135135135135137
1100,University of Indonesia,41123,8.6,0.14,2.125
1100,Inha University,17103,21.0,0.08,0.7241379310344828
1100,Isfahan University of Medical Sciences,10102,10.2,0.02,1.7027027027027026
1100,Isfahan University of Technology,11323,23.5,0.01,0.6666666666666666
1100,Istanbul University,59250,25.1,0.08,1.127659574468085
1100,Istanbul University-Cerrahpa<U+015F>a,25638,21.7,0.03,0.5625
1100,Jadavpur University,14217,21.7,0.0,0.42857142857142855
1100,Jaume I University,11495,14.6,0.1,1.380952380952381
1100,University of Jeddah,26236,13.9,0.02,2.0303030303030303
1100,Jeonbuk National University,20453,19.9,0.07,0.8518518518518519
1100,Jiangxi University of Finance and Economics,24395,18.5,0.02,1.2222222222222223
1100,The Jikei University School of Medicine,1093,0.9,0.0,0.7857142857142857
1100,Kanazawa University,9886,9.4,0.07,0.639344262295082
1100,Kaohsiung Medical University,6490,11.8,0.06,1.4390243902439024
1100,Kharkiv National University of Radio Electronics,7704,9.9,0.1,0.35135135135135137
1100,K.N. Toosi University of Technology,8403,26.6,0.02,0.5151515151515151
1100,Kumamoto University,9536,10.0,0.06,0.6129032258064516
1100,Kwame Nkrumah University of Science and Technology,87443,78.1,0.01,0.7543859649122807
1100,Kyoto Prefectural University of Medicine,1371,3.4,0.01,0.8518518518518519
1100,University of Las Palmas de Gran Canaria,15612,16.9,0.08,1.380952380952381
1100,Lebanese University,46256,14.8,0.16,2.3333333333333335
1100,University of Leoben,2604,4.6,0.17,0.3157894736842105
1100,University of Leon,14828,15.3,0.05,1.2727272727272727
1100,Lorestan University,9059,23.6,0.01,1.3255813953488371
1100,Lusophone University of Humanities and Technologies,7544,10.7,0.22,1.127659574468085
1100,Universiti Malaysia Perlis,10937,13.6,0.05,0.8181818181818182
1100,University of Manouba,16315,12.1,0.01,1.4390243902439024
1100,University of Maragheh,3146,19.9,0.0,1.2727272727272727
1100,University of Marrakech Cadi Ayyad,110826,44.8,0.01,1.0
1100,University of Mauritius,8710,21.5,0.01,1.2222222222222223
1100,University of Mazandaran,13320,33.1,0.06,1.631578947368421
1100,Medical University of Bialystok,5494,12.7,0.08,3.1666666666666665
1100,Menoufia University,100182,34.3,0.0,0.7543859649122807
1100,Miguel Hernandez University of Elche,12276,17.0,0.07,0.9230769230769231
1100,Morgan State University,6129,11.7,0.08,1.4390243902439024
1100,University of Murcia,26351,16.0,0.08,1.4390243902439024
1100,Nanjing University of Aeronautics and Astronautics,32300,15.6,0.03,0.42857142857142855
1100,National Autonomous University of Mexico,172729,17.4,0.04,1.0833333333333333
1100,National Central University,10853,9.7,0.09,0.5625
1100,National University of Colombia,42188,15.8,0.01,0.639344262295082
1100,National Taipei University of Technology,9873,15.7,0.11,0.3888888888888889
1100,National Taiwan Ocean University,8905,21.0,0.06,0.4925373134328358
1100,National Institute of Technology Rourkela,7583,20.6,0.04,0.2987012987012987
1100,Necmettin Erbakan University,18420,13.4,0.13,1.0408163265306123
1100,Niigata University,12037,7.6,0.03,0.6129032258064516
1100,Northwest University,26073,14.0,0.01,1.127659574468085
1100,Oakland University,15413,17.8,0.04,1.380952380952381
1100,Obuda University,11804,38.4,0.06,0.26582278481012656
1100,Okayama University,13012,10.4,0.1,0.6666666666666666
1100,University of Oviedo,18599,11.6,0.02,1.127659574468085
1100,Palacky University Olomouc,18673,14.5,0.13,2.225806451612903
1100,University of Patras,29393,25.6,0.06,1.0408163265306123
1100,Pavol Jozef <U+0160>afarik University in Ko<U+0161>ice,6867,10.0,0.23,2.0303030303030303
1100,University of Pecs,17711,12.6,0.23,1.3255813953488371
1100,PMAS Arid Agriculture University Rawalpindi,11456,44.8,0.0,0.5873015873015873
1100,Polytechnic Institute of Porto,18743,16.9,0.07,0.9230769230769231
1100,Pondicherry University,7291,22.6,0.01,0.8867924528301887
1100,Portland State University,18067,19.3,0.06,1.380952380952381
1100,Port Said University,29534,29.8,0.0,0.9607843137254902
1100,Public University of Navarre,7806,11.2,0.08,1.0408163265306123
1100,University of Puerto Rico,47257,17.0,0.01,1.564102564102564
1100,Pusan National University,21018,17.0,0.06,1.0408163265306123
1100,Reichman University,8030,18.7,0.28,1.0408163265306123
1100,University Rey Juan Carlos,43160,20.3,0.07,1.4390243902439024
1100,Robert Gordon University,8954,19.1,0.25,1.5
1100,Rochester Institute of Technology,14520,15.7,0.16,0.5625
1100,Rowan University,17912,14.4,0.03,0.8867924528301887
1100,Sahand University of Technology,4595,24.5,0.0,0.5384615384615384
1100,Sakarya University,40331,25.1,0.08,1.173913043478261
1100,Universidad San Francisco de Quito,10338,13.6,0.05,0.9607843137254902
1100,University of Sargodha,23740,31.0,0.0,1.127659574468085
1100,Semnan University of Medical Sciences and Health Services,3536,8.3,0.07,1.7777777777777777
1100,University of Seville,49155,16.7,0.12,1.380952380952381
1100,Shahid Beheshti University of Medical Sciences,12850,8.7,0.03,1.380952380952381
1100,Shahrekord University,7268,21.1,0.0,1.2727272727272727
1100,Shahrood University of Technology,8221,21.1,0.01,0.7857142857142857
1100,Shanghai Maritime University,23263,16.7,0.02,0.8518518518518519
1100,Sidi Mohamed Ben Abdellah University,90045,53.3,0.02,0.9230769230769231
1100,Siksha ‘O’ Anusandhan,13990,12.4,0.01,1.173913043478261
1100,University of Social Welfare and Rehabilitation Sciences,1746,10.9,0.02,2.125
1100,Sogang University,9625,24.0,0.15,0.8518518518518519
1100,Sohag University,60248,26.4,0.0,1.2727272727272727
1100,University of South Africa,236282,232.2,0.03,2.7037037037037037
1100,University of South Dakota,7129,14.7,0.03,1.7027027027027026
1100,University of the South Pacific,12052,36.6,0.01,1.380952380952381
1100,South Valley University,52035,30.0,0.01,1.3255813953488371
1100,University of South Wales,15623,15.4,0.21,1.127659574468085
1100,University of Split,19363,16.3,0.02,1.3255813953488371
1100,<U+015E>tefan cel Mare University of Suceava,9239,24.8,0.14,1.4390243902439024
1100,St Marianna University School of Medicine,833,0.9,0.01,0.639344262295082
1100,University of Sunderland,12049,15.8,0.4,1.5
1100,SWPS University of Social Sciences and Humanities,14522,37.6,0.08,3.5454545454545454
1100,University of Szeged,20023,12.5,0.22,1.2222222222222223
1100,Tallinn University,4178,9.6,0.16,2.4482758620689653
1100,Technical University of Crete,6597,31.6,0.04,0.5873015873015873
1100,Technical University of Madrid,38976,15.6,0.16,0.47058823529411764
1100,Technological University Dublin,20686,18.7,0.21,0.7857142857142857
1100,Teesside University,13136,19.3,0.2,1.3255813953488371
1100,University of Texas Rio Grande Valley,29420,23.5,0.03,1.5
1100,Tokyo Medical University,1370,1.7,0.01,0.8181818181818182
1100,Tokyo Metropolitan University,8829,10.6,0.06,0.639344262295082
1100,Tomsk Polytechnic University,9077,9.8,0.3,0.4492753623188406
1100,Toyota Technological Institute,489,9.4,0.02,0.08695652173913043
1100,University of Tras-os-Montes and Alto Douro,7123,11.1,0.08,1.2222222222222223
1100,Universiti Tunku Abdul Rahman,18183,15.8,0.03,1.0408163265306123
1100,Ufa State Petroleum Technological University,13106,9.4,0.11,0.5625
1100,Urmia University,13910,27.2,0.02,1.0
1100,"University of Veterinary and Animal Sciences, Lahore",7087,19.6,0.01,1.0
1100,"Vietnam National University, Hanoi",48070,15.3,0.01,1.7027027027027026
1100,University of Vigo,17613,15.4,0.06,1.0408163265306123
1100,Waseda University,46799,14.6,0.13,0.639344262295082
1100,University of Westminster,16947,20.8,0.5,1.564102564102564
1100,Wuhan University of Technology,55426,14.9,0.02,0.42857142857142855
1100,Xidian University,37205,16.0,0.01,0.3698630136986301
1100,Yarmouk University,36443,33.2,0.1,2.225806451612903
1100,Yasouj University,5713,23.6,0.0,1.2727272727272727
1100,Y<U+0131>ld<U+0131>z Technical University,25532,26.0,0.11,0.9230769230769231
1100,University of Zaragoza,28085,10.1,0.08,1.173913043478261
1100,Zhejiang Gongshang University,22676,15.8,0.05,1.564102564102564
1100,University of <U+017D>ilina,7545,13.4,0.03,0.5384615384615384
1100,University of Zimbabwe,20598,23.9,0.0,1.0408163265306123
1350,Universite 8 Mai 1945 Guelma,17530,20.1,0.01,2.0303030303030303
1350,Abdelmalek Essaadi University,112677,88.2,0.01,1.0
1350,Acharya Nagarjuna University,4872,7.9,0.07,0.6129032258064516
1350,Ac<U+0131>badem University,2784,6.1,0.03,2.8461538461538463
1350,Adolfo Ibanez University,10573,25.7,0.05,0.6129032258064516
1350,AGH University of Science and Technology,20240,12.7,0.03,0.5384615384615384
1350,Aichi Medical University,1323,2.9,0.01,1.3255813953488371
1350,Universitas Airlangga,26142,7.7,0.02,1.9411764705882353
1350,Akdeniz University,44434,32.7,0.03,0.4925373134328358
1350,University of Alicante,22094,14.4,0.1,1.380952380952381
1350,Altai State University,9120,19.6,0.24,1.2222222222222223
1350,Anadolu University,20815,17.0,0.03,1.127659574468085
1350,"University of the Andes, Chile",9405,18.9,0.03,1.380952380952381
1350,Andhra University,9048,13.2,0.06,0.9607843137254902
1350,Universidad Andres Bello,46325,19.5,0.04,1.173913043478261
1350,Ankara University,71311,15.2,0.05,0.8518518518518519
1350,University of Antioquia,38437,21.5,0.0,1.0408163265306123
1350,"Arab Academy for Science, Technology and Maritime Transport",32049,13.8,0.12,0.4925373134328358
1350,Arak University,6379,21.3,0.06,2.0303030303030303
1350,Ariel University,12418,20.7,0.0,0.9607843137254902
1350,Ataturk University,56419,30.2,0.03,1.0408163265306123
1350,Austral University of Chile,17434,17.5,0.01,1.127659574468085
1350,Bandung Institute of Technology,20915,13.9,0.02,0.7857142857142857
1350,Bangladesh Agricultural University,9918,17.3,0.01,0.5151515151515151
1350,Bangladesh University of Engineering and Technology,6268,13.0,0.0,0.28205128205128205
1350,University of Benin,47468,25.2,0.0,1.0
1350,Bezmialem Vakif University,2904,9.5,0.06,2.4482758620689653
1350,BINUS University,15331,14.3,0.04,0.6949152542372882
1350,Bozok University,14642,16.8,0.06,1.0
1350,University of Brasilia,45737,15.2,0.01,1.0833333333333333
1350,The British University in Egypt,11042,16.2,0.03,0.8518518518518519
1350,Brno University of Technology,18762,16.6,0.23,0.4084507042253521
1350,Bu-Ali Sina University,10838,23.4,0.01,1.2727272727272727
1350,University of Bucharest,31267,32.7,0.02,2.125
1350,Budapest University of Technology and Economics,18728,17.0,0.12,0.4492753623188406
1350,University of Cadiz,18672,16.8,0.09,1.2727272727272727
1350,Canterbury Christ Church University,10739,17.7,0.14,2.225806451612903
1350,University of Carthage,28962,9.9,0.01,2.0303030303030303
1350,The Catholic University of Korea,9782,7.1,0.04,1.5
1350,Catholic University of the North,11343,20.4,0.03,0.8867924528301887
1350,Chang Gung University of Science and Technology,6326,26.5,0.01,9.0
1350,"University of Chemistry and Technology, Prague",4006,8.0,0.22,1.380952380952381
1350,University of Chester,10433,18.0,0.15,2.125
1350,Chosun University,21073,27.3,0.03,0.9230769230769231
1350,Chungbuk National University,17219,14.2,0.05,0.7857142857142857
1350,Chungnam National University,21244,20.7,0.04,0.8867924528301887
1350,Chung Yuan Christian University,15037,31.3,0.09,0.8518518518518519
1350,Cochin University of Science and Technology,3969,16.9,0.01,1.5
1350,University of Colorado Colorado Springs,12380,21.2,0.01,1.2222222222222223
1350,University of Concepcion,28112,17.1,0.02,1.0833333333333333
1350,Corvinus University of Budapest,11225,21.3,0.15,1.127659574468085
1350,Czech Technical University in Prague,16217,8.8,0.2,0.2345679012345679
1350,Damghan University,4980,28.6,0.0,1.631578947368421
1350,De La Salle University,12941,14.9,0.03,1.0
1350,Del Rosario University,11751,13.2,0.02,1.4390243902439024
1350,Democritus University of Thrace,22230,37.0,0.04,1.2727272727272727
1350,Dokuz Eylul University,56233,17.6,0.03,0.8867924528301887
1350,Ege University,33062,18.5,0.04,1.3255813953488371
1350,Ehime University,9204,13.3,0.02,0.6129032258064516
1350,El Bosque University,12721,6.6,0.0,1.8571428571428572
1350,The University of Electro-Communications,4662,15.4,0.06,0.13636363636363635
1350,Erciyes University,50212,36.2,0.04,0.8867924528301887
1350,Escuela Superior Politecnica del Litoral,11549,12.8,0.01,0.6129032258064516
1350,Universidade do Estado do Rio de Janeiro,22458,9.1,0.0,1.2727272727272727
1350,Universidade Federal do ABC,16706,22.2,0.01,0.5384615384615384
1350,Universidade Federal da Bahia,45692,17.4,0.0,1.0408163265306123
1350,Federal University of Espirito Santo,23475,13.4,0.01,1.173913043478261
1350,Federal University of Goias,25511,13.7,0.01,1.0
1350,Federal University of Lavras,14637,18.4,0.01,1.0833333333333333
1350,Universidade Federal do Parana,33621,13.4,0.0,1.7027027027027026
1350,Federal University of Rio Grande do Norte,37879,14.7,0.0,0.6666666666666666
1350,Federal University of Santa Maria,27242,13.7,0.01,1.127659574468085
1350,Federal University of Sao Carlos,20314,15.4,0.01,1.0
1350,Federal University of Uberlandia,25748,13.6,0.01,1.0833333333333333
1350,Federal University of Vicosa,16436,13.3,0.02,1.2222222222222223
1350,Federico Santa Maria Technical University,22405,30.0,0.03,0.35135135135135137
1350,University of Fort Hare,13626,38.4,0.02,1.3255813953488371
1350,University of La Frontera,11053,22.0,0.01,1.0
1350,Universite de Gabes,13152,12.8,0.01,3.0
1350,Universitas Gadjah Mada,38089,8.1,0.04,1.2222222222222223
1350,Gazi University,41358,20.6,0.03,1.0
1350,University of Gda<U+0144>sk,19970,23.9,0.02,2.0303030303030303
1350,Gda<U+0144>sk University of Technology,14816,19.9,0.05,0.6129032258064516
1350,Gebze Technical University,8403,22.7,0.02,0.7543859649122807
1350,Georgia Southern University,22885,18.8,0.03,1.4390243902439024
1350,German University in Cairo,11937,14.9,0.01,0.7857142857142857
1350,Gifu University,7216,7.5,0.05,0.6129032258064516
1350,Government College University Lahore,11276,19.4,0.0,0.7241379310344828
1350,Grand Valley State University,20972,15.3,0.01,1.564102564102564
1350,Gunma University,6300,7.7,0.05,0.6129032258064516
1350,Gyeongsang National University,12996,12.3,0.03,0.8867924528301887
1350,Harbin Engineering University,29861,18.7,0.03,0.2987012987012987
1350,Hasanuddin University,33601,14.6,0.01,1.5
1350,The Hashemite University,16647,27.9,0.07,1.564102564102564
1350,Universite Hassan II de Casablanca,124623,36.0,0.02,1.0833333333333333
1350,Universite Polytechnique Hauts-de-France,13633,21.2,0.13,0.8518518518518519
1350,Helwan University,127379,19.3,0.02,1.127659574468085
1350,Hosei University,30300,39.2,0.04,0.6129032258064516
1350,University of Hradec Kralove,6390,12.3,0.03,1.8571428571428572
1350,Hungarian University of Agriculture and Life Sciences,10474,10.5,0.14,1.127659574468085
1350,University of Ilorin,40901,34.8,0.01,0.9230769230769231
1350,Immanuel Kant Baltic Federal University,7041,16.2,0.15,1.631578947368421
1350,Indian Institute of Science Education and Research Bhopal,1724,14.1,0.0,0.47058823529411764
1350,International Hellenic University,45009,49.0,0.01,1.173913043478261
1350,IPB University,23580,6.7,0.03,1.380952380952381
1350,Irkutsk National Research Technical University,9710,10.8,0.1,0.6129032258064516
1350,University of Isfahan,16756,24.7,0.04,1.564102564102564
1350,Istanbul Medipol University,24332,20.4,0.11,1.8571428571428572
1350,Ivan Franko National University of Lviv,18357,10.0,0.01,1.8571428571428572
1350,Jawaharlal Nehru Technological University Anantapur,5683,16.1,0.0,0.6129032258064516
1350,Jeju National University,11741,17.6,0.04,1.0833333333333333
1350,Jianghan University,19522,15.5,0.02,1.2222222222222223
1350,Kagawa University,6369,9.9,0.02,0.7241379310344828
1350,Kanazawa Medical University,1090,2.2,0.02,1.173913043478261
1350,Kangwon National University,22104,22.0,0.03,0.6949152542372882
1350,Karabuk University,47263,41.8,0.22,0.639344262295082
1350,Kaunas University of Technology,8361,14.2,0.08,0.5151515151515151
1350,Kazan National Research Technical University,7068,12.7,0.12,0.35135135135135137
1350,Kazan National Research Technological University,13064,11.4,0.17,0.6949152542372882
1350,Kazan State Medical University,5657,10.4,0.25,1.564102564102564
1350,Kharazmi University,12607,19.0,0.04,1.173913043478261
1350,Khon Kaen University,34434,18.1,0.02,1.4390243902439024
1350,Khulna University of Engineering and Technology,5562,15.0,0.0,0.2987012987012987
1350,King Mongkut's University of Technology North Bangkok,27055,22.8,0.0,0.7543859649122807
1350,Kitasato University,8605,5.2,0.01,1.173913043478261
1350,Kochi University of Technology,2593,20.3,0.02,0.3333333333333333
1350,Universiti Kuala Lumpur,15858,12.3,0.03,0.6949152542372882
1350,Kyushu Institute of Technology,5646,16.0,0.05,0.16279069767441862
1350,L.N. Gumilyov Eurasian National University,19358,14.1,0.04,1.3255813953488371
1350,Lobachevsky State University of Nizhni Novgorod,18767,9.1,0.12,1.0408163265306123
1350,Londrina State University,21180,11.2,0.01,1.380952380952381
1350,University of Lucknow,17291,39.2,0.0,1.0
1350,"Lumiere University, Lyon 2",25186,47.2,0.18,2.125
1350,University of Malaga,35888,13.8,0.06,1.173913043478261
1350,Universiti Malaysia Kelantan,8787,20.1,0.03,2.4482758620689653
1350,Universiti Malaysia Sarawak,13956,17.9,0.07,2.7037037037037037
1350,University of Maribor,12403,14.3,0.1,1.127659574468085
1350,Marmara University,62414,30.6,0.06,1.0408163265306123
1350,Mendel University in Brno,8886,16.5,0.2,1.3255813953488371
1350,Metropolitan Autonomous University,59709,21.1,0.01,1.0
1350,Mie University,7125,8.4,0.04,0.6129032258064516
1350,Ming Chi University of Technology,4514,19.5,0.02,0.35135135135135137
1350,Mohammed V University of Rabat,88644,43.3,0.03,1.0833333333333333
1350,University of Monastir,19203,9.6,0.02,2.3333333333333335
1350,Moscow Aviation Institute,15493,12.8,0.12,0.3888888888888889
1350,Multimedia University,7116,10.6,0.11,1.0408163265306123
1350,University of Mumbai,13330,23.5,0.01,1.0408163265306123
1350,University of Mysore,7970,21.4,0.1,0.7241379310344828
1350,Nagaoka University of Technology,2189,11.1,0.12,0.1111111111111111
1350,Nagasaki University,8869,6.7,0.06,0.639344262295082
1350,Nagoya City University,4514,7.5,0.04,0.9230769230769231
1350,National Chengchi University,12489,14.8,0.13,1.3255813953488371
1350,National Chin-Yi University of Technology,7294,23.2,0.05,0.42857142857142855
1350,National Chung Cheng University,8650,15.4,0.04,0.7857142857142857
1350,National Chung Hsing University,15150,16.8,0.07,0.6949152542372882
1350,National University of Distance Education,66141,56.9,0.05,1.173913043478261
1350,National Dong Hwa University,10008,17.8,0.08,1.0833333333333333
1350,National Research University of Electronic Technology,4736,9.3,0.07,0.3888888888888889
1350,National Research Saratov State University,9826,9.3,0.11,1.380952380952381
1350,National University of San Martin,16276,16.1,0.05,1.5
1350,National Technical University Kharkiv Polytechnic Institute,11413,7.9,0.13,0.47058823529411764
1350,National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic Institute,21170,8.0,0.03,0.42857142857142855
1350,Nicolaus Copernicus University in Toru<U+0144>,19684,13.0,0.04,2.0303030303030303
1350,University of Nigeria Nsukka,43108,11.4,0.01,0.8518518518518519
1350,Slovak University of Agriculture in Nitra,4870,11.3,0.03,1.0833333333333333
1350,University of North Carolina Wilmington,15940,19.1,0.02,1.7777777777777777
1350,North China Electric Power University,37861,19.1,0.03,0.5625
1350,"University of the North, Colombia",13991,19.0,0.01,1.0408163265306123
1350,Obafemi Awolowo University,29939,23.3,0.0,0.6949152542372882
1350,Oles Honchar Dnipro National University,9522,12.1,0.01,1.5
1350,Opole University of Technology,5604,14.5,0.07,0.4925373134328358
1350,Oran 1 University,25775,19.2,0.01,1.9411764705882353
1350,Osaka Metropolitan University,15827,11.5,0.05,0.5873015873015873
1350,Osmania University,10814,23.7,0.03,0.47058823529411764
1350,University of Ostrava,8492,16.4,0.11,2.225806451612903
1350,University of Pannonia,5351,17.3,0.06,0.9607843137254902
1350,Paris Nanterre University,34972,37.4,0.17,1.7027027027027026
1350,University of Pau and Pays de l’Adour,14186,14.5,0.14,1.0833333333333333
1350,Universitas Pendidikan Indonesia,32320,20.1,0.01,1.7777777777777777
1350,Persian Gulf University,5070,21.3,0.03,1.2222222222222223
1350,Pirogov Russian National Research Medical University,9607,5.9,0.05,2.8461538461538463
1350,Pontifical Catholic University of Peru,25644,7.8,0.01,0.8518518518518519
1350,Pontifical Catholic University of Valparaiso,17703,26.6,0.01,0.7543859649122807
1350,Pontificia Universidade Catolica do Parana,12301,14.7,0.01,1.2222222222222223
1350,Poznan University of Medical Sciences,7495,6.0,0.14,2.5714285714285716
1350,Poznan University of Technology,14502,11.6,0.04,0.4925373134328358
1350,University of Primorska,6089,16.6,0.15,3.1666666666666665
